2026-04-08 22:47:12 | DEBUG    | src.utils.paths | project_root() -> D:\Year4\Semester 1\Capstone Project\Workspace\custom-simulated-patient
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Unknown, servers: [<ServerDescription ('localhost', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Waiting for suitable server to become available", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Unknown, servers: [<ServerDescription ('localhost', 27017) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "remainingTimeMS": 30000}
2026-04-08 22:47:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverHost": "localhost", "serverPort": 27017, "awaited": false}
2026-04-08 22:47:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": false, "durationMS": 0.0, "reply": "{\"helloOk\": true, \"ismaster\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:47:12.895Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection pool ready", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.topology | {"message": "Topology description changed", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "previousDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Unknown, servers: [<ServerDescription ('localhost', 27017) server_type: Unknown, rtt: None>]>", "newDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>"}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection created", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection ready", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "command": "{\"createIndexes\": \"sessions\", \"indexes\": [{\"unique\": true, \"background\": true, \"name\": \"session_id_1\", \"key\": {\"session_id\": 1}}], \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"XWwOdOyMTLqR8xqH1kVC5w==\", \"subType\": \"04\"}}}, \"$db\": \"simulated_patient\"}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 18467, "operationId": 18467, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "durationMS": 1.9980000000000002, "reply": "{\"numIndexesBefore\": 2, \"numIndexesAfter\": 2, \"note\": \"all indexes already exist\", \"ok\": 1.0}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 18467, "operationId": 18467, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "command": "{\"createIndexes\": \"messages\", \"indexes\": [{\"background\": true, \"name\": \"session_id_1\", \"key\": {\"session_id\": 1}}], \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"XWwOdOyMTLqR8xqH1kVC5w==\", \"subType\": \"04\"}}}, \"$db\": \"simulated_patient\"}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 6334, "operationId": 6334, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "durationMS": 3.005, "reply": "{\"numIndexesBefore\": 3, \"numIndexesAfter\": 3, \"note\": \"all indexes already exist\", \"ok\": 1.0}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 6334, "operationId": 6334, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "command": "{\"createIndexes\": \"messages\", \"indexes\": [{\"background\": true, \"name\": \"created_at_1\", \"key\": {\"created_at\": 1}}], \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"XWwOdOyMTLqR8xqH1kVC5w==\", \"subType\": \"04\"}}}, \"$db\": \"simulated_patient\"}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "durationMS": 1.9989999999999999, "reply": "{\"numIndexesBefore\": 3, \"numIndexesAfter\": 3, \"note\": \"all indexes already exist\", \"ok\": 1.0}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "command": "{\"createIndexes\": \"evaluations\", \"indexes\": [{\"background\": true, \"name\": \"session_id_1\", \"key\": {\"session_id\": 1}}], \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"XWwOdOyMTLqR8xqH1kVC5w==\", \"subType\": \"04\"}}}, \"$db\": \"simulated_patient\"}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "durationMS": 3.0010000000000003, "reply": "{\"numIndexesBefore\": 3, \"numIndexesAfter\": 3, \"note\": \"all indexes already exist\", \"ok\": 1.0}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection started", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}}
2026-04-08 22:47:12 | DEBUG    | pymongo.serverSelection | {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x00000241F8CED800>", "operation": "createIndexes", "topologyDescription": "<TopologyDescription id: 69d6b0c03ffd25e39545aaae, topology_type: Single, servers: [<ServerDescription ('localhost', 27017) server_type: Standalone, rtt: 0.0>]>", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checkout started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked out", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.016000000000076398}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command started", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "command": "{\"createIndexes\": \"evaluations\", \"indexes\": [{\"background\": true, \"name\": \"created_at_1\", \"key\": {\"created_at\": 1}}], \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"XWwOdOyMTLqR8xqH1kVC5w==\", \"subType\": \"04\"}}}, \"$db\": \"simulated_patient\"}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 15724, "operationId": 15724, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.command | {"message": "Command succeeded", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "durationMS": 3.0, "reply": "{\"numIndexesBefore\": 3, \"numIndexesAfter\": 3, \"note\": \"all indexes already exist\", \"ok\": 1.0}", "commandName": "createIndexes", "databaseName": "simulated_patient", "requestId": 15724, "operationId": 15724, "driverConnectionId": 1, "serverConnectionId": 13, "serverHost": "localhost", "serverPort": 27017}
2026-04-08 22:47:12 | DEBUG    | pymongo.connection | {"message": "Connection checked in", "clientId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "serverHost": "localhost", "serverPort": 27017, "driverConnectionId": 1}
2026-04-08 22:47:12 | DEBUG    | api.database | Database indexes created successfully
2026-04-08 22:47:12 | DEBUG    | api.main | Database initialized
2026-04-08 22:47:13 | INFO     | api.main | Application startup complete
2026-04-08 22:47:18 | WARNING  | passlib.handlers.bcrypt | (trapped) error reading bcrypt version
Traceback (most recent call last):
  File "D:\Year4\Semester 1\Capstone Project\Workspace\custom-simulated-patient\.venv\Lib\site-packages\passlib\handlers\bcrypt.py", line 620, in _load_backend_mixin
    version = _bcrypt.__about__.__version__
              ^^^^^^^^^^^^^^^^^
AttributeError: module 'bcrypt' has no attribute '__about__'
2026-04-08 22:47:18 | DEBUG    | passlib.handlers.bcrypt | detected 'bcrypt' backend, version '<unknown>'
2026-04-08 22:47:18 | DEBUG    | passlib.handlers.bcrypt | 'bcrypt' backend lacks $2$ support, enabling workaround
2026-04-08 22:47:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:47:22.910Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:47:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:47:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:47:32.910Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:47:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:47:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:47:42.911Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:47:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:47:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:47:52.913Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:47:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:48:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:48:02.914Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:48:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:48:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:48:12.914Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:48:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:48:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:48:22.915Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:48:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:48:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:48:32.916Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:48:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
