2026-04-08 22:47:12 | DEBUG    | src.utils.paths | project_root() -> D:\Year4\Semester 1\Capstone Project\Workspace\custom-simulated-patient
2026-04-08 22:55:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:55:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:55:32.951Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:55:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:55:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9985.000000000127, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:55:42.951Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:55:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:55:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:55:52.951Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:55:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:56:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:56:02.951Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:56:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:56:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:56:12.953Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:56:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:56:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9985.000000000127, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:56:22.954Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:56:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:56:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:56:32.957Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:56:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:56:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9983.999999999924, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:56:42.958Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:56:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:56:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:56:52.959Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:56:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:57:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:57:02.960Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:57:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:57:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:57:12.960Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:57:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:57:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:57:22.961Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:57:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:57:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9983.999999999924, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:57:32.962Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:57:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:57:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:57:42.962Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:57:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:57:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9983.999999999924, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:57:52.963Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:57:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:58:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:58:02.963Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:58:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:58:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:58:12.964Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:58:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:58:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:58:22.965Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:58:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:58:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9983.999999999924, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:58:32.965Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:58:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:58:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9983.999999999924, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:58:42.968Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:58:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:58:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 9983.999999999924, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:58:52.969Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:58:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:59:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:59:02.970Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:59:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:59:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:59:12.972Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:59:12 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:59:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:59:22.972Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:59:22 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:59:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:59:32.973Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:59:32 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:59:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:59:42.974Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:59:42 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 22:59:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T19:59:52.975Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
2026-04-08 22:59:52 | DEBUG    | pymongo.topology | {"message": "Server heartbeat started", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true}
2026-04-08 23:00:02 | DEBUG    | pymongo.topology | {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69d6b0c03ffd25e39545aaae"}, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "localhost", "serverPort": 27017, "awaited": true, "durationMS": 10000.0, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69d6a6f15444a9d018f77a67\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2026-04-08T20:00:02.975Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 11, \"maxWireVersion\": 27, \"ok\": 1.0}"}
